year,state,majority_state_party,px_code
2006,WISCONSIN,REPUBLICAN,WI
2006,WYOMING,REPUBLICAN,WY
2008,ALABAMA,REPUBLICAN,AL
2008,ALASKA,REPUBLICAN,AK
2008,ARIZONA,DEMOCRAT,AZ
2008,ARKANSAS,REPUBLICAN,AR
2008,CALIFORNIA,DEMOCRAT,CA
2008,COLORADO,DEMOCRAT,CO
2008,CONNECTICUT,DEMOCRAT,CT
2008,DELAWARE,REPUBLICAN,DE
2008,DISTRICT OF COLUMBIA,DEMOCRAT,
2008,FLORIDA,DEMOCRAT,FL
2008,GEORGIA,DEMOCRAT,GA
2008,HAWAII,DEMOCRAT,HI
2008,IDAHO,REPUBLICAN,ID
2008,ILLINOIS,DEMOCRAT,IL
2008,INDIANA,DEMOCRAT,IN
2008,IOWA,REPUBLICAN,IA
2008,KANSAS,REPUBLICAN,KS
2008,KENTUCKY,REPUBLICAN,KY
2008,LOUISIANA,REPUBLICAN,LA
2008,MAINE,DEMOCRAT,ME
2008,MARYLAND,DEMOCRAT,MD
2008,MASSACHUSETTS,DEMOCRAT,MA
2008,MICHIGAN,DEMOCRAT,MI
2008,MINNESOTA,DEMOCRAT,MN
2008,MISSISSIPPI,DEMOCRAT,MS
2008,MISSOURI,DEMOCRAT,MO
2008,MONTANA,REPUBLICAN,MT
2008,NEBRASKA,REPUBLICAN,NE
2008,NEVADA,DEMOCRAT,NV
2008,NEW HAMPSHIRE,DEMOCRAT,NH
2008,NEW JERSEY,DEMOCRAT,NJ
2008,NEW MEXICO,DEMOCRAT,NM
2008,NEW YORK,DEMOCRAT,NY
2008,NORTH CAROLINA,DEMOCRAT,NC
2008,NORTH DAKOTA,DEMOCRAT,ND
2008,OHIO,DEMOCRAT,OH
2008,OKLAHOMA,DEMOCRAT,OK
2008,OREGON,DEMOCRAT,OR
2008,PENNSYLVANIA,DEMOCRAT,PA
2008,RHODE ISLAND,DEMOCRAT,RI
2008,SOUTH CAROLINA,DEMOCRAT,SC
2008,SOUTH DAKOTA,DEMOCRAT,SD
2008,TENNESSEE,DEMOCRAT,TN
2008,TEXAS,DEMOCRAT,TX
2008,UTAH,REPUBLICAN,UT
2008,VERMONT,DEMOCRAT,VT
2008,VIRGINIA,DEMOCRAT,VA
2008,WASHINGTON,DEMOCRAT,WA
2008,WEST VIRGINIA,DEMOCRAT,WV
2008,WISCONSIN,REPUBLICAN,WI
2008,WYOMING,REPUBLICAN,WY
2010,ALABAMA,REPUBLICAN,AL
2010,ALASKA,REPUBLICAN,AK
2010,ARIZONA,REPUBLICAN,AZ
2010,ARKANSAS,REPUBLICAN,AR
2010,CALIFORNIA,DEMOCRAT,CA
2010,COLORADO,DEMOCRAT,CO
2010,CONNECTICUT,DEMOCRAT,CT
2010,DELAWARE,DEMOCRAT,DE
2010,DISTRICT OF COLUMBIA,DEMOCRAT,
2010,FLORIDA,DEMOCRAT,FL
2010,GEORGIA,REPUBLICAN,GA
2010,HAWAII,DEMOCRAT,HI
2010,IDAHO,REPUBLICAN,ID
2010,ILLINOIS,DEMOCRAT,IL
2010,INDIANA,REPUBLICAN,IN
2010,IOWA,REPUBLICAN,IA
2010,KANSAS,REPUBLICAN,KS
2010,KENTUCKY,REPUBLICAN,KY
2010,LOUISIANA,REPUBLICAN,LA
2010,MAINE,DEMOCRAT,ME
2010,MARYLAND,DEMOCRAT,MD
2010,MASSACHUSETTS,DEMOCRAT,MA
2010,MICHIGAN,DEMOCRAT,MI
2010,MINNESOTA,DEMOCRAT,MN
2010,MISSISSIPPI,DEMOCRAT,MS
2010,MISSOURI,REPUBLICAN,MO
2010,MONTANA,REPUBLICAN,MT
2010,NEBRASKA,REPUBLICAN,NE
2010,NEVADA,DEMOCRAT,NV
2010,NEW HAMPSHIRE,REPUBLICAN,NH
2010,NEW JERSEY,DEMOCRAT,NJ
2010,NEW MEXICO,REPUBLICAN,NM
2010,NEW YORK,DEMOCRAT,NY
2010,NORTH CAROLINA,REPUBLICAN,NC
2010,NORTH DAKOTA,REPUBLICAN,ND
2010,OHIO,DEMOCRAT,OH
2010,OKLAHOMA,REPUBLICAN,OK
2010,OREGON,REPUBLICAN,OR
2010,PENNSYLVANIA,DEMOCRAT,PA
2010,RHODE ISLAND,DEMOCRAT,RI
2010,SOUTH CAROLINA,DEMOCRAT,SC
2010,SOUTH DAKOTA,REPUBLICAN,SD
2010,TENNESSEE,REPUBLICAN,TN
2010,TEXAS,REPUBLICAN,TX
2010,UTAH,REPUBLICAN,UT
2010,VERMONT,DEMOCRAT,VT
2010,VIRGINIA,DEMOCRAT,VA
2010,WASHINGTON,DEMOCRAT,WA
2010,WEST VIRGINIA,REPUBLICAN,WV
2010,WISCONSIN,REPUBLICAN,WI
2010,WYOMING,REPUBLICAN,WY
2012,ALABAMA,DEMOCRAT,AL
2012,ALASKA,REPUBLICAN,AK
2012,ARIZONA,REPUBLICAN,AZ
2012,ARKANSAS,REPUBLICAN,AR
2012,CALIFORNIA,DEMOCRAT,CA
2012,COLORADO,DEMOCRAT,CO
2012,CONNECTICUT,DEMOCRAT,CT
2012,DELAWARE,DEMOCRAT,DE
2012,DISTRICT OF COLUMBIA,DEMOCRAT,
2012,FLORIDA,DEMOCRAT,FL
2012,GEORGIA,REPUBLICAN,GA
2012,HAWAII,DEMOCRAT,HI
2012,IDAHO,REPUBLICAN,ID
2012,ILLINOIS,DEMOCRAT,IL
2012,INDIANA,DEMOCRAT,IN
2012,IOWA,DEMOCRAT,IA
2012,KANSAS,REPUBLICAN,KS
2012,KENTUCKY,REPUBLICAN,KY
2012,LOUISIANA,REPUBLICAN,LA
2012,MAINE,DEMOCRAT,ME
2012,MARYLAND,DEMOCRAT,MD
2012,MASSACHUSETTS,DEMOCRAT,MA
2012,MICHIGAN,DEMOCRAT,MI
2012,MINNESOTA,DEMOCRAT,MN
2012,MISSISSIPPI,REPUBLICAN,MS
2012,MISSOURI,DEMOCRAT,MO
2012,MONTANA,REPUBLICAN,MT
2012,NEBRASKA,REPUBLICAN,NE
2012,NEVADA,DEMOCRAT,NV
2012,NEW HAMPSHIRE,DEMOCRAT,NH
2012,NEW JERSEY,DEMOCRAT,NJ
2012,NEW MEXICO,DEMOCRAT,NM
2012,NEW YORK,DEMOCRAT,NY
2012,NORTH CAROLINA,DEMOCRAT,NC
2012,NORTH DAKOTA,REPUBLICAN,ND
2012,OHIO,DEMOCRAT,OH
2012,OKLAHOMA,REPUBLICAN,OK
2012,OREGON,REPUBLICAN,OR
2012,PENNSYLVANIA,DEMOCRAT,PA
2012,RHODE ISLAND,DEMOCRAT,RI
2012,SOUTH CAROLINA,DEMOCRAT,SC
2012,SOUTH DAKOTA,REPUBLICAN,SD
2012,TENNESSEE,DEMOCRAT,TN
2012,TEXAS,DEMOCRAT,TX
2012,UTAH,REPUBLICAN,UT
2012,VERMONT,DEMOCRAT,VT
2012,VIRGINIA,DEMOCRAT,VA
2012,WASHINGTON,DEMOCRAT,WA
2012,WEST VIRGINIA,REPUBLICAN,WV
2012,WISCONSIN,DEMOCRAT,WI
2012,WYOMING,REPUBLICAN,WY
2014,ALABAMA,DEMOCRAT,AL
2014,ALASKA,REPUBLICAN,AK
2014,ARIZONA,REPUBLICAN,AZ
2014,ARKANSAS,REPUBLICAN,AR
2014,CALIFORNIA,DEMOCRAT,CA
2014,COLORADO,DEMOCRAT,CO
2014,CONNECTICUT,DEMOCRAT,CT
2014,DELAWARE,DEMOCRAT,DE
2014,DISTRICT OF COLUMBIA,DEMOCRAT,
2014,FLORIDA,DEMOCRAT,FL
2014,GEORGIA,DEMOCRAT,GA
2014,HAWAII,DEMOCRAT,HI
2014,IDAHO,REPUBLICAN,ID
2014,ILLINOIS,DEMOCRAT,IL
2014,INDIANA,REPUBLICAN,IN
2014,IOWA,REPUBLICAN,IA
2014,KANSAS,REPUBLICAN,KS
2014,KENTUCKY,REPUBLICAN,KY
2014,LOUISIANA,DEMOCRAT,LA
2014,MAINE,DEMOCRAT,ME
2014,MARYLAND,REPUBLICAN,MD
2014,MASSACHUSETTS,DEMOCRAT,MA
2014,MICHIGAN,DEMOCRAT,MI
2014,MINNESOTA,REPUBLICAN,MN
2014,MISSISSIPPI,REPUBLICAN,MS
2014,MISSOURI,REPUBLICAN,MO
2014,MONTANA,REPUBLICAN,MT
2014,NEBRASKA,REPUBLICAN,NE
2014,NEVADA,REPUBLICAN,NV
2014,NEW HAMPSHIRE,DEMOCRAT,NH
2014,NEW JERSEY,DEMOCRAT,NJ
2014,NEW MEXICO,REPUBLICAN,NM
2014,NEW YORK,DEMOCRAT,NY
2014,NORTH CAROLINA,DEMOCRAT,NC
2014,NORTH DAKOTA,REPUBLICAN,ND
2014,OHIO,DEMOCRAT,OH
2014,OKLAHOMA,REPUBLICAN,OK
2014,OREGON,REPUBLICAN,OR
2014,PENNSYLVANIA,DEMOCRAT,PA
2014,RHODE ISLAND,DEMOCRAT,RI
2014,SOUTH CAROLINA,DEMOCRAT,SC
2014,SOUTH DAKOTA,REPUBLICAN,SD
2014,TENNESSEE,REPUBLICAN,TN
2014,TEXAS,DEMOCRAT,TX
2014,UTAH,REPUBLICAN,UT
2014,VERMONT,DEMOCRAT,VT
2014,VIRGINIA,DEMOCRAT,VA
2014,WASHINGTON,DEMOCRAT,WA
2014,WEST VIRGINIA,REPUBLICAN,WV
2014,WISCONSIN,DEMOCRAT,WI
2014,WYOMING,REPUBLICAN,WY
2016,ALABAMA,DEMOCRAT,AL
2016,ALASKA,REPUBLICAN,AK
2016,ARIZONA,DEMOCRAT,AZ
2016,ARKANSAS,REPUBLICAN,AR
2016,CALIFORNIA,DEMOCRAT,CA
2016,COLORADO,DEMOCRAT,CO
2016,CONNECTICUT,DEMOCRAT,CT
2016,DELAWARE,DEMOCRAT,DE
2016,DISTRICT OF COLUMBIA,DEMOCRAT,
2016,FLORIDA,DEMOCRAT,FL
2016,GEORGIA,DEMOCRAT,GA
2016,HAWAII,DEMOCRAT,HI
2016,IDAHO,REPUBLICAN,ID
2016,ILLINOIS,DEMOCRAT,IL
2016,INDIANA,DEMOCRAT,IN
2016,IOWA,REPUBLICAN,IA
2016,KANSAS,REPUBLICAN,KS
2016,KENTUCKY,REPUBLICAN,KY
2016,LOUISIANA,DEMOCRAT,LA
2016,MAINE,DEMOCRAT,ME
2016,MARYLAND,REPUBLICAN,MD
2016,MASSACHUSETTS,DEMOCRAT,MA
2016,MICHIGAN,DEMOCRAT,MI
2016,MINNESOTA,REPUBLICAN,MN
2016,MISSISSIPPI,DEMOCRAT,MS
2016,MISSOURI,REPUBLICAN,MO
2016,MONTANA,REPUBLICAN,MT
2016,NEBRASKA,REPUBLICAN,NE
2016,NEVADA,REPUBLICAN,NV
2016,NEW HAMPSHIRE,DEMOCRAT,NH
2016,NEW JERSEY,DEMOCRAT,NJ
2016,NEW MEXICO,DEMOCRAT,NM
2016,NEW YORK,DEMOCRAT,NY
2016,NORTH CAROLINA,DEMOCRAT,NC
2016,NORTH DAKOTA,REPUBLICAN,ND
2016,OHIO,DEMOCRAT,OH
2016,OKLAHOMA,REPUBLICAN,OK
2016,OREGON,REPUBLICAN,OR
2016,PENNSYLVANIA,DEMOCRAT,PA
2016,RHODE ISLAND,DEMOCRAT,RI
2016,SOUTH CAROLINA,DEMOCRAT,SC
2016,SOUTH DAKOTA,REPUBLICAN,SD
2016,TENNESSEE,REPUBLICAN,TN
2016,TEXAS,DEMOCRAT,TX
2016,UTAH,REPUBLICAN,UT
2016,VERMONT,DEMOCRAT,VT
2016,VIRGINIA,DEMOCRAT,VA
2016,WASHINGTON,DEMOCRAT,WA
2016,WEST VIRGINIA,REPUBLICAN,WV
2016,WISCONSIN,DEMOCRAT,WI
2016,WYOMING,REPUBLICAN,WY
2018,ALABAMA,DEMOCRAT,AL
2018,ALASKA,REPUBLICAN,AK
2018,ARIZONA,DEMOCRAT,AZ
2018,ARKANSAS,REPUBLICAN,AR
2018,CALIFORNIA,DEMOCRAT,CA
2018,COLORADO,DEMOCRAT,CO
2018,CONNECTICUT,DEMOCRAT,CT
2018,DELAWARE,DEMOCRAT,DE
2018,DISTRICT OF COLUMBIA,DEMOCRAT,
2018,FLORIDA,DEMOCRAT,FL
2018,GEORGIA,DEMOCRAT,GA
2018,HAWAII,DEMOCRAT,HI
2018,IDAHO,REPUBLICAN,ID
2018,ILLINOIS,DEMOCRAT,IL
2018,INDIANA,DEMOCRAT,IN
2018,IOWA,DEMOCRAT,IA
2018,KANSAS,REPUBLICAN,KS
2018,KENTUCKY,REPUBLICAN,KY
2018,LOUISIANA,DEMOCRAT,LA
2018,MAINE,DEMOCRAT,ME
2018,MARYLAND,DEMOCRAT,MD
2018,MASSACHUSETTS,DEMOCRAT,MA
2018,MICHIGAN,DEMOCRAT,MI
2018,MINNESOTA,DEMOCRAT,MN
2018,MISSISSIPPI,DEMOCRAT,MS
2018,MISSOURI,DEMOCRAT,MO
2018,MONTANA,REPUBLICAN,MT
2018,NEBRASKA,REPUBLICAN,NE
2018,NEVADA,REPUBLICAN,NV
2018,NEW HAMPSHIRE,DEMOCRAT,NH
2018,NEW JERSEY,DEMOCRAT,NJ
2018,NEW MEXICO,DEMOCRAT,NM
2018,NEW YORK,DEMOCRAT,NY
2018,NORTH CAROLINA,DEMOCRAT,NC
2018,NORTH DAKOTA,REPUBLICAN,ND
2018,OHIO,DEMOCRAT,OH
2018,OKLAHOMA,REPUBLICAN,OK
2018,OREGON,DEMOCRAT,OR
2018,PENNSYLVANIA,DEMOCRAT,PA
2018,RHODE ISLAND,DEMOCRAT,RI
2018,SOUTH CAROLINA,DEMOCRAT,SC
2018,SOUTH DAKOTA,REPUBLICAN,SD
2018,TENNESSEE,DEMOCRAT,TN
2018,TEXAS,DEMOCRAT,TX
2018,UTAH,REPUBLICAN,UT
2018,VERMONT,DEMOCRAT,VT
2018,VIRGINIA,DEMOCRAT,VA
2018,WASHINGTON,DEMOCRAT,WA
2018,WEST VIRGINIA,REPUBLICAN,WV
2018,WISCONSIN,DEMOCRAT,WI
2018,WYOMING,REPUBLICAN,WY
2020,ALABAMA,DEMOCRAT,AL
2020,ALASKA,REPUBLICAN,AK
2020,ARIZONA,DEMOCRAT,AZ
2020,ARKANSAS,REPUBLICAN,AR
2020,CALIFORNIA,DEMOCRAT,CA
2020,COLORADO,DEMOCRAT,CO
2020,CONNECTICUT,DEMOCRAT,CT
2020,DELAWARE,DEMOCRAT,DE
2020,DISTRICT OF COLUMBIA,DEMOCRAT,
2020,FLORIDA,DEMOCRAT,FL
2020,GEORGIA,DEMOCRAT,GA
2020,HAWAII,DEMOCRAT,HI
2020,IDAHO,REPUBLICAN,ID
2020,ILLINOIS,DEMOCRAT,IL
2020,INDIANA,REPUBLICAN,IN
2020,IOWA,REPUBLICAN,IA
2020,KANSAS,REPUBLICAN,KS
2020,KENTUCKY,REPUBLICAN,KY
2020,LOUISIANA,DEMOCRAT,LA
2020,MAINE,DEMOCRAT,ME
2020,MARYLAND,DEMOCRAT,MD
2020,MASSACHUSETTS,DEMOCRAT,MA
2020,MICHIGAN,DEMOCRAT,MI
2020,MINNESOTA,DEMOCRAT,MN
2020,MISSISSIPPI,REPUBLICAN,MS
2020,MISSOURI,DEMOCRAT,MO
2020,MONTANA,REPUBLICAN,MT
2020,NEBRASKA,REPUBLICAN,NE
2020,NEVADA,REPUBLICAN,NV
2020,NEW HAMPSHIRE,DEMOCRAT,NH
2020,NEW JERSEY,DEMOCRAT,NJ
2020,NEW MEXICO,DEMOCRAT,NM
2020,NEW YORK,DEMOCRAT,NY
2020,NORTH CAROLINA,DEMOCRAT,NC
2020,NORTH DAKOTA,REPUBLICAN,ND
2020,OHIO,DEMOCRAT,OH
2020,OKLAHOMA,REPUBLICAN,OK
2020,OREGON,DEMOCRAT,OR
2020,PENNSYLVANIA,REPUBLICAN,PA
2020,RHODE ISLAND,DEMOCRAT,RI
2020,SOUTH CAROLINA,DEMOCRAT,SC
2020,SOUTH DAKOTA,REPUBLICAN,SD
2020,TENNESSEE,DEMOCRAT,TN
2020,TEXAS,DEMOCRAT,TX
2020,UTAH,REPUBLICAN,UT
2020,VERMONT,DEMOCRAT,VT
2020,VIRGINIA,REPUBLICAN,VA
2020,WASHINGTON,DEMOCRAT,WA
2020,WEST VIRGINIA,REPUBLICAN,WV
2020,WISCONSIN,DEMOCRAT,WI
2020,WYOMING,REPUBLICAN,WY
2022,ALABAMA,REPUBLICAN,AL
2022,ALASKA,DEMOCRAT,AK
2022,ARIZONA,REPUBLICAN,AZ
2022,ARKANSAS,REPUBLICAN,AR
2022,CALIFORNIA,DEMOCRAT,CA
2022,COLORADO,DEMOCRAT,CO
2022,CONNECTICUT,DEMOCRAT,CT
2022,DELAWARE,DEMOCRAT,DE
2022,DISTRICT OF COLUMBIA,DEMOCRAT,
2022,FLORIDA,REPUBLICAN,FL
2022,GEORGIA,DEMOCRAT,GA
2022,HAWAII,DEMOCRAT,HI
2022,IDAHO,REPUBLICAN,ID
2022,ILLINOIS,REPUBLICAN,IL
2022,INDIANA,REPUBLICAN,IN
2022,IOWA,REPUBLICAN,IA
2022,KANSAS,REPUBLICAN,KS
2022,KENTUCKY,REPUBLICAN,KY
2022,LOUISIANA,DEMOCRAT,LA
2022,MAINE,DEMOCRAT,ME
2022,MARYLAND,DEMOCRAT,MD
2022,MASSACHUSETTS,DEMOCRAT,MA
2022,MICHIGAN,DEMOCRAT,MI
2022,MINNESOTA,DEMOCRAT,MN
2022,MISSISSIPPI,REPUBLICAN,MS
2022,MISSOURI,REPUBLICAN,MO
2022,MONTANA,REPUBLICAN,MT
2022,NEBRASKA,REPUBLICAN,NE
2022,NEVADA,REPUBLICAN,NV
2022,NEW HAMPSHIRE,DEMOCRAT,NH
2022,NEW JERSEY,DEMOCRAT,NJ
2022,NEW MEXICO,DEMOCRAT,NM
2022,NEW YORK,DEMOCRAT,NY
2022,NORTH CAROLINA,REPUBLICAN,NC
2022,NORTH DAKOTA,REPUBLICAN,ND
2022,OHIO,REPUBLICAN,OH
2022,OKLAHOMA,REPUBLICAN,OK
2022,OREGON,DEMOCRAT,OR
2022,PENNSYLVANIA,REPUBLICAN,PA
2022,RHODE ISLAND,DEMOCRAT,RI
2022,SOUTH CAROLINA,REPUBLICAN,SC
2022,SOUTH DAKOTA,REPUBLICAN,SD
2022,TENNESSEE,DEMOCRAT,TN
2022,TEXAS,REPUBLICAN,TX
2022,UTAH,REPUBLICAN,UT
2022,VERMONT,DEMOCRAT,VT
2022,VIRGINIA,DEMOCRAT,VA
2022,WASHINGTON,REPUBLICAN,WA
2022,WEST VIRGINIA,REPUBLICAN,WV
2022,WISCONSIN,DEMOCRAT,WI
2022,WYOMING,REPUBLICAN,WY
